Case_Type,Cases,Difference,Date,Combined_Key,Country_Region,Province_State,Admin2,iso2,iso3,FIPS,Lat,Long,Population_Count,People_Total_Tested_Count,People_Hospitalized_Cumulative_Count,Data_Source,Prep_Flow_Runtime
Confirmed,172,0,4/12/2020,"Shanxi, China",China,Shanxi,,CN,CHN,,37.5777,112.2922,37180000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/2/2020,Maldives,Maldives,N/A,,MV,MDV,,3.2028,73.2207,540542,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,4/3/2020,"Isle of Man, United Kingdom",United Kingdom,Isle of Man,,IM,IMN,,54.2361,-4.5481,85032,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/19/2020,"Quebec, Canada",Canada,Quebec,,CA,CAN,,52.9399,-73.5491,8537674,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/27/2020,"Falkland Islands (Malvinas), United Kingdom",United Kingdom,Falkland Islands (Malvinas),,FK,FLK,,-51.7963,-59.5236,3483,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/25/2020,Mali,Mali,N/A,,ML,MLI,,17.570692,-3.996166,20250834,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,4/1/2020,"St Martin, France",France,St Martin,,MF,MAF,,18.0708,-63.0501,38659,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,4/19/2020,"Aruba, Netherlands",Netherlands,Aruba,,AW,ABW,,12.5211,-69.9683,106766,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1271,1,2/23/2020,"Henan, China",China,Henan,,CN,CHN,,33.882,113.614,96050000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/2/2020,Saint Kitts and Nevis,Saint Kitts and Nevis,N/A,,KN,KNA,,17.357822,-62.782998,53192,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,0,3/28/2020,Gambia,Gambia,N/A,,GM,GMB,,13.4432,-15.3101,2416664,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,4,0,2/15/2020,"Victoria, Australia",Australia,Victoria,,AU,AUS,,-37.8136,144.9631,6629900,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,73,4,4/13/2020,Jamaica,Jamaica,N/A,,JM,JAM,,18.1096,-77.2975,2961161,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/24/2020,Slovenia,Slovenia,N/A,,SI,SVN,,46.1512,14.9955,2078932,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6,0,4/5/2020,"Hainan, China",China,Hainan,,CN,CHN,,19.1959,109.7453,9340000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/28/2020,Eritrea,Eritrea,N/A,,ER,ERI,,15.1794,39.7823,3546427,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,1,3/23/2020,Angola,Angola,N/A,,AO,AGO,,-11.2027,17.8739,32866268,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/24/2020,Kuwait,Kuwait,N/A,,KW,KWT,,29.31166,47.481766,4270563,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,907,7,4/5/2020,"Queensland, Australia",Australia,Queensland,,AU,AUS,,-27.4698,153.0251,5115500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/16/2020,Turkey,Turkey,N/A,,TR,TUR,,38.9637,35.2433,84339067,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,2/20/2020,"Guizhou, China",China,Guizhou,,CN,CHN,,26.8154,106.8748,36000000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,18,0,4/9/2020,"Qinghai, China",China,Qinghai,,CN,CHN,,35.7452,95.9956,6030000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2,0,2/7/2020,Russia,Russia,N/A,,RU,RUS,,61.52401,105.318756,145934460,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,8,5,2/10/2020,United Kingdom,United Kingdom,N/A,,GB,GBR,,55.3781,-3.436,67886004,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,4,0,2/1/2020,United Arab Emirates,United Arab Emirates,N/A,,AE,ARE,,23.424076,53.847818,9890400,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,136,0,4/12/2020,Brunei,Brunei,N/A,,BN,BRN,,4.5353,114.7277,437483,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/26/2020,"Victoria, Australia",Australia,Victoria,,AU,AUS,,-37.8136,144.9631,6629900,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/31/2020,El Salvador,El Salvador,N/A,,SV,SLV,,13.7942,-88.8965,6486201,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/18/2020,"Isle of Man, United Kingdom",United Kingdom,Isle of Man,,IM,IMN,,54.2361,-4.5481,85032,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,2/14/2020,"Shandong, China",China,Shandong,,CN,CHN,,36.3427,118.1498,100470000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/1/2020,Laos,Laos,N/A,,LA,LAO,,19.85627,102.495496,7275556,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/15/2020,Angola,Angola,N/A,,AO,AGO,,-11.2027,17.8739,32866268,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/11/2020,"Bonaire, Sint Eustatius and Saba, Netherlands",Netherlands,"Bonaire, Sint Eustatius and Saba",,BQ,BES,,12.1784,-68.2385,26221,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/12/2020,Ireland,Ireland,N/A,,IE,IRL,,53.1424,-7.6921,4937796,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/22/2020,Georgia,Georgia,N/A,,GE,GEO,,42.3154,43.3569,3989175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/15/2020,Morocco,Morocco,N/A,,MA,MAR,,31.7917,-7.0926,36910558,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,13197,987,4/10/2020,France,France,N/A,,FR,FRA,,46.2276,2.2137,65273512,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/24/2020,Benin,Benin,N/A,,BJ,BEN,,9.3077,2.3158,12123198,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,6927,426,4/11/2020,Chile,Chile,N/A,,CL,CHL,,-35.6751,-71.543,19116209,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/18/2020,Burundi,Burundi,N/A,,BI,BDI,,-3.3731,29.9189,11890781,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/7/2020,Papua New Guinea,Papua New Guinea,N/A,,PG,PNG,,-6.314993,143.95555,8947027,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/13/2020,Slovakia,Slovakia,N/A,,SK,SVK,,48.669,19.699,5459643,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,4/14/2020,"Curacao, Netherlands",Netherlands,Curacao,,CW,CUW,,12.1696,-68.99,164100,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,20,1,3/24/2020,Egypt,Egypt,N/A,,EG,EGY,,26.820553,30.802498,102334403,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,2,3/6/2020,North Macedonia,North Macedonia,N/A,,MK,MKD,,41.6086,21.7453,2083380,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2659,300,4/8/2020,United Arab Emirates,United Arab Emirates,N/A,,AE,ARE,,23.424076,53.847818,9890400,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/15/2020,"Tibet, China",China,Tibet,,CN,CHN,,31.6927,88.0924,3440000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1284,149,3/19/2020,Iran,Iran,N/A,,IR,IRN,,32.427908,53.688046,83992953,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,3/22/2020,"Xinjiang, China",China,Xinjiang,,CN,CHN,,41.1129,85.2401,24870000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/15/2020,India,India,N/A,,IN,IND,,20.593684,78.96288,1380004385,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/6/2020,Yemen,Yemen,N/A,,YE,YEM,,15.552727,48.516388,29825968,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,45,0,4/9/2020,"Macau, China",China,Macau,,MO,MAC,,22.1667,113.55,649342,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/29/2020,"Saskatchewan, Canada",Canada,Saskatchewan,,CA,CAN,,52.9399,-106.4509,1181666,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/24/2020,Sierra Leone,Sierra Leone,N/A,,SL,SLE,,8.460555,-11.779889,7976985,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/23/2020,Barbados,Barbados,N/A,,BB,BRB,,13.1939,-59.5432,287371,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2728,216,4/11/2020,Qatar,Qatar,N/A,,QA,QAT,,25.3548,51.1839,2881060,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1273,0,3/17/2020,"Henan, China",China,Henan,,CN,CHN,,33.882,113.614,96050000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,40,16,3/22/2020,Afghanistan,Afghanistan,N/A,,AF,AFG,,33.93911,67.709953,38928341,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,1,0,3/15/2020,Guinea,Guinea,N/A,,GN,GIN,,9.9456,-9.6966,13132792,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/8/2020,Poland,Poland,N/A,,PL,POL,,51.9194,19.1451,37846605,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/11/2020,"Shaanxi, China",China,Shaanxi,,CN,CHN,,35.1917,108.8701,38640000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,40,6,2/6/2020,"Ningxia, China",China,Ningxia,,CN,CHN,,37.2692,106.1655,6880000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/21/2020,Liberia,Liberia,N/A,,LR,LBR,,6.428055,-9.429499,5057677,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/6/2020,Cote d'Ivoire,Cote d'Ivoire,N/A,,CI,CIV,,7.54,-5.5471,26378275,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,3/20/2020,"Guangxi, China",China,Guangxi,,CN,CHN,,23.8298,108.7881,49260000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,105,19,4/3/2020,Algeria,Algeria,N/A,,DZ,DZA,,28.0339,1.6596,43851043,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,2,0,3/20/2020,Sudan,Sudan,N/A,,SD,SDN,,12.8628,30.2176,43849269,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/23/2020,Croatia,Croatia,N/A,,HR,HRV,,45.1,15.2,4105268,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/15/2020,"Reunion, France",France,Reunion,,RE,REU,,-21.1151,55.5364,895308,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,94,18,4/10/2020,Russia,Russia,N/A,,RU,RUS,,61.52401,105.318756,145934460,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Bahrain,Bahrain,N/A,,BH,BHR,,26.0275,50.55,1701583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,871,91,2/9/2020,"Hubei, China",China,Hubei,,CN,CHN,,30.9756,112.2707,59170000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,258,33,3/18/2020,Estonia,Estonia,N/A,,EE,EST,,58.5953,25.0136,1326539,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/10/2020,Western Sahara,Western Sahara,N/A,,EH,ESH,,24.2155,-12.8858,597330,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,351,0,4/8/2020,"Fujian, China",China,Fujian,,CN,CHN,,26.0789,117.9874,39410000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/24/2020,Georgia,Georgia,N/A,,GE,GEO,,42.3154,43.3569,3989175,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,12,0,2/4/2020,Germany,Germany,N/A,,DE,DEU,,51.165691,10.451526,83783945,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3,0,2/22/2020,Philippines,Philippines,N/A,,PH,PHL,,12.879721,121.774017,109581085,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/5/2020,Guatemala,Guatemala,N/A,,GT,GTM,,15.7835,-90.2308,17915567,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/19/2020,"Curacao, Netherlands",Netherlands,Curacao,,CW,CUW,,12.1696,-68.99,164100,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/6/2020,Gabon,Gabon,N/A,,GA,GAB,,-0.8037,11.6094,2225728,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,101,7,3/6/2020,Sweden,Sweden,N/A,,SE,SWE,,60.128161,18.643501,10099270,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/26/2020,Finland,Finland,N/A,,FI,FIN,,61.92411,25.748151,5540718,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,6,0,4/11/2020,Bahrain,Bahrain,N/A,,BH,BHR,,26.0275,50.55,1701583,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,1/23/2020,"Mayotte, France",France,Mayotte,,YT,MYT,,-12.8275,45.166244,272813,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,9787,1161,4/17/2020,Japan,Japan,N/A,,JP,JPN,,36.204824,138.252924,126476458,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/8/2020,"Hebei, China",China,Hebei,,CN,CHN,,39.549,116.1306,75560000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/13/2020,"Cayman Islands, United Kingdom",United Kingdom,Cayman Islands,,KY,CYM,,19.3133,-81.2546,65720,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,1,2/12/2020,"Liaoning, China",China,Liaoning,,CN,CHN,,41.2956,122.6085,43590000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,3018,385,4/3/2020,Philippines,Philippines,N/A,,PH,PHL,,12.879721,121.774017,109581085,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/3/2020,Indonesia,Indonesia,N/A,,ID,IDN,,-0.7893,113.9213,273523621,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/29/2020,"Inner Mongolia, China",China,Inner Mongolia,,CN,CHN,,44.0935,113.9448,25340000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,1/28/2020,Sweden,Sweden,N/A,,SE,SWE,,60.128161,18.643501,10099270,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/5/2020,Haiti,Haiti,N/A,,HT,HTI,,18.9712,-72.2852,11402533,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,4/7/2020,"Shaanxi, China",China,Shaanxi,,CN,CHN,,35.1917,108.8701,38640000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,4/9/2020,Tanzania,Tanzania,N/A,,TZ,TZA,,-6.369028,34.888822,59734213,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,3,0,3/27/2020,Andorra,Andorra,N/A,,AD,AND,,42.5063,1.5218,77265,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,"Manitoba, Canada",Canada,Manitoba,,CA,CAN,,53.7609,-98.8139,1377517,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/19/2020,Saint Kitts and Nevis,Saint Kitts and Nevis,N/A,,KN,KNA,,17.357822,-62.782998,53192,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/9/2020,"Queensland, Australia",Australia,Queensland,,AU,AUS,,-27.4698,153.0251,5115500,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,541,4,2/17/2020,"Shandong, China",China,Shandong,,CN,CHN,,36.3427,118.1498,100470000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/6/2020,South Sudan,South Sudan,N/A,,SS,SSD,,6.877,31.307,11193729,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,3/30/2020,Monaco,Monaco,N/A,,MC,MCO,,43.7333,7.4167,39244,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,2,0,4/18/2020,"Aruba, Netherlands",Netherlands,Aruba,,AW,ABW,,12.5211,-69.9683,106766,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,3/3/2020,Cuba,Cuba,N/A,,CU,CUB,,21.521757,-77.781167,11326616,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,8,0,3/17/2020,"Beijing, China",China,Beijing,,CN,CHN,,40.1824,116.4142,21540000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/10/2020,Jamaica,Jamaica,N/A,,JM,JAM,,18.1096,-77.2975,2961161,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,6356,401,4/11/2020,Poland,Poland,N/A,,PL,POL,,51.9194,19.1451,37846605,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,4/15/2020,Guinea-Bissau,Guinea-Bissau,N/A,,GW,GNB,,11.8037,-15.1804,1967998,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,79,0,4/12/2020,Liechtenstein,Liechtenstein,N/A,,LI,LIE,,47.14,9.55,38137,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,0,2/11/2020,"Jilin, China",China,Jilin,,CN,CHN,,43.6661,126.1923,27040000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Confirmed,0,0,2/28/2020,Timor-Leste,Timor-Leste,N/A,,TL,TLS,,-8.874217,125.727539,1318442,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,3/2/2020,Timor-Leste,Timor-Leste,N/A,,TL,TLS,,-8.874217,125.727539,1318442,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,0,0,2/10/2020,Japan,Japan,N/A,,JP,JPN,,36.204824,138.252924,126476458,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
Deaths,1,1,2/5/2020,"Guizhou, China",China,Guizhou,,CN,CHN,,26.8154,106.8748,36000000,,,2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE,4/20/2020 8:12:12 PM
